isbn,titulo,precio,autor,editorial,categoria
2785,Consectetur deserunt similique assumenda accusantium.,30.89,Marisol del Borja,Familia Diaz S.L.,Autoayuda
2788,Quasi reprehenderit nulla inventore.,63.18,Fabián Sosa Porta,Martínez y Vigil S.L.N.E,Autoayuda
2791,Provident nisi sapiente aspernatur incidunt.,48.72,Berta de Hoz,Hnos Gracia S.Com.,Autoayuda
2799,Laborum eum dolorum repellat nostrum.,81.21,Severo Sebastián Angulo,Alimentación Españolas S.Com.,Autoayuda
2801,Similique exercitationem vel tenetur nesciunt est.,64.00,Concepción Velázquez Dalmau,Fabricio Fiol Orozco S.Coop.,Autoayuda
2802,Optio voluptatum provident aspernatur minima mollitia.,88.94,Clotilde Bautista Lucena,Consultoría HM S.A.,Autoayuda
2814,Reprehenderit officia dolore mollitia a.,16.91,María Ángeles Llorens Gordillo,Talleres del Levante S.L.,Autoayuda
2822,Temporibus natus asperiores incidunt nobis.,11.60,Nélida Aguilar Priego,Fortunato Llopis Riera S.A.,Autoayuda
2823,Laboriosam natus sint.,95.20,Tamara Sáez Viña,Familia Diaz S.L.,Autoayuda
2827,Libero rerum ipsam.,91.50,Berto Expósito Macías,Carbó y asociados S.Coop.,Autoayuda
2829,Ad cum harum.,47.74,Guiomar Borrás Riquelme,Mendoza y Barba S.Com.,Autoayuda
2837,Quaerat aliquam nesciunt fugit.,43.94,Rosendo Belmonte Alcalde,Familia Tejero S.Coop.,Autoayuda
2839,Eligendi nulla cumque facilis voluptas.,82.38,Pepe Esteve-Querol,Consultoría HM S.A.,Autoayuda
2845,Cupiditate a quibusdam perferendis excepturi.,43.74,Cristóbal Morante,Martínez y Vigil S.L.N.E,Autoayuda
2855,Earum quisquam ipsum eligendi.,14.31,Arturo Uribe Lluch,Familia Tejero S.Coop.,Autoayuda
2856,Odit totam totam totam.,36.19,Nereida Ester Manzano Morante,Mendoza y Barba S.Com.,Autoayuda
2860,Perferendis numquam qui eveniet vitae sit.,39.76,Amílcar Valero Agustí Catalán,Gisela Llamas Nieto S.L.L.,Autoayuda
2866,Necessitatibus ratione aliquid provident.,59.33,Estrella Cañete Bauzà,Alonso & Asociados S.Coop.,Autoayuda
2873,Perferendis perspiciatis quo ullam fugit minima.,76.17,Roque Villa,Restauración PK S.L.,Autoayuda
2895,Ullam autem commodi natus doloribus.,93.76,Dani Royo Cáceres,Logística Aranda S.Com.,Autoayuda
2902,Possimus fugit id.,85.06,Dani de Paniagua,Familia Tejero S.Coop.,Autoayuda
2904,Vero nostrum beatae.,15.45,Elba Pinilla Tello,Carbó y asociados S.Coop.,Autoayuda
2906,Soluta dolor occaecati earum possimus temporibus.,41.71,Jerónimo Sanabria Andres,Soluciones Cabello S.A.,Autoayuda
2908,Ipsam quas laboriosam temporibus itaque voluptate.,29.53,Nerea Corbacho Ruiz,Carbó y asociados S.Coop.,Autoayuda
2912,Dolores qui debitis possimus sed.,68.86,Esperanza Tomas Olivé,Banco FRG S.L.L.,Autoayuda
2914,Cum odit impedit.,89.73,Marc Ferrer Botella,Hotel Girona S.L.,Autoayuda
2916,Impedit cum quia.,70.41,Etelvina Echevarría Carnero,Martínez y Vigil S.L.N.E,Autoayuda
2925,Cumque unde laborum.,83.45,Alberto Vaquero,Asensio y asociados S.L.,Autoayuda
2942,Fugit modi quod.,12.61,Alfonso Palomares Flores,Familia Diaz S.L.,Autoayuda
2960,Saepe ad consequatur numquam odit.,90.14,Patricia Carreras Cabrera,Carrión y asociados S.L.L.,Autoayuda
2962,Officiis necessitatibus odio.,73.32,Dani Borja,Logística Aranda S.Com.,Autoayuda
2969,Ea officiis fuga est.,27.37,Yésica Florinda Riera Guillen,Suministros Plaza S.L.L.,Autoayuda
2972,Nesciunt qui beatae.,69.52,David Rivas Varela,Carrión y asociados S.L.L.,Autoayuda
2977,Eum repellendus tempora.,13.86,Ismael Gonzalo-Campos,Fortunato Llopis Riera S.A.,Autoayuda
2987,Quisquam molestiae sunt assumenda.,74.96,Luciano Pomares Sans,Transportes Santos S.Coop.,Autoayuda
2991,Sunt eum in eaque corrupti.,17.38,Adoración Salas Herrero,Familia Tejero S.Coop.,Autoayuda
2998,Quis necessitatibus est.,79.53,Jerónimo Tormo Rius,Alonso & Asociados S.Coop.,Autoayuda
